signing_date,signer,citation,document_number,end_page,html_url,pdf_url,type,subtype,publication_date,start_page,title,disposition_notes,executive_order_number
6/26/15,Obama,80 FR 37529,2015-16334,37530,https://www.federalregister.gov/documents/2015/07/01/2015-16334/establishing-the-advisory-board-on-toxic-substances-and-worker-health,https://www.govinfo.gov/content/pkg/FR-2015-07-01/pdf/2015-16334.pdf,Presidential Document,Executive Order,7/1/15,37529,Establishing the Advisory Board on Toxic Substances and Worker Health,"See: EO 13179, December 7, 2000",13699
6/24/15,Obama,80 FR 37129,2015-16122,37134,https://www.federalregister.gov/documents/2015/06/29/2015-16122/hostage-recovery-activities,https://www.govinfo.gov/content/pkg/FR-2015-06-29/pdf/2015-16122.pdf,Presidential Document,Executive Order,6/29/15,37129,Hostage Recovery Activities,,13698
6/22/15,Obama,80 FR 36689,2015-15828,36691,https://www.federalregister.gov/documents/2015/06/25/2015-15828/amendment-to-executive-order-11155-awards-for-special-capability-in-career-and-technical-education,https://www.govinfo.gov/content/pkg/FR-2015-06-25/pdf/2015-15828.pdf,Presidential Document,Executive Order,6/25/15,36689,"Amendment to Executive Order 11155, Awards for Special Capability in Career and Technical Education","Amends: EO 11155, May 23, 1964",13697
6/17/15,Obama,80 FR 35781,2015-15495,35828,https://www.federalregister.gov/documents/2015/06/22/2015-15495/2015-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2015-06-22/pdf/2015-15495.pdf,Presidential Document,Executive Order,6/22/15,35781,"2015 Amendments to the Manual for Courts-Martial, United States","See: EO 12473, April 13, 1984",13696
5/26/15,Obama,80 FR 30331,2015-13055,30331,https://www.federalregister.gov/documents/2015/05/28/2015-13055/termination-of-emergency-with-respect-to-the-risk-of-nuclear-proliferation-created-by-the,https://www.govinfo.gov/content/pkg/FR-2015-05-28/pdf/2015-13055.pdf,Presidential Document,Executive Order,5/28/15,30331,Termination of Emergency With Respect to the Risk of Nuclear Proliferation Created by the Accumulation of a Large Volume of Weapons-Usable Fissile Material in the Territory of the Russian Federation,"Revokes: EO 13617, June 25, 2012",13695
4/1/15,Obama,80 FR 18077,2015-07788,18079,https://www.federalregister.gov/documents/2015/04/02/2015-07788/blocking-the-property-of-certain-persons-engaging-in-significant-malicious-cyber-enabled-activities,https://www.govinfo.gov/content/pkg/FR-2015-04-02/pdf/2015-07788.pdf,Presidential Document,Executive Order,4/2/15,18077,Blocking the Property of Certain Persons Engaging in Significant Malicious Cyber-Enabled Activities,"See: Proc. 8693, July 24, 2011
Amended by: EO 13757, December 28, 2016",13694
3/19/15,Obama,80 FR 15869,2015-07016,15884,https://www.federalregister.gov/documents/2015/03/25/2015-07016/planning-for-federal-sustainability-in-the-next-decade,https://www.govinfo.gov/content/pkg/FR-2015-03-25/pdf/2015-07016.pdf,Presidential Document,Executive Order,3/25/15,15869,Planning for Federal Sustainability in the Next Decade,"Amends: EO 13327, February 4, 2004; EO 13432, May 14, 2007; EO 13653, November 1, 2013; EO 13677, September 23, 2014
Revokes: EO 13423, January 24, 2007; EO 13514, October 5, 2009; Memorandum of May 24, 2011; Memorandum of December 2, 2011; Memorandum of February 21, 2012; Memorandum of December 5, 2013",13693
3/8/15,Obama,80 FR 12747,2015-05677,12751,https://www.federalregister.gov/documents/2015/03/11/2015-05677/blocking-property-and-suspending-entry-of-certain-persons-contributing-to-the-situation-in-venezuela,https://www.govinfo.gov/content/pkg/FR-2015-03-11/pdf/2015-05677.pdf,Presidential Document,Executive Order,3/11/15,12747,Blocking Property and Suspending Entry of Certain Persons Contributing to the Situation in Venezuela,"EO 13808, August 24, 2017",13692
2/13/15,Obama,80 FR 9347,2015-03714,9353,https://www.federalregister.gov/documents/2015/02/20/2015-03714/promoting-private-sector-cybersecurity-information-sharing,https://www.govinfo.gov/content/pkg/FR-2015-02-20/pdf/2015-03714.pdf,Presidential Document,Executive Order,2/20/15,9347,Promoting Private Sector Cybersecurity Information Sharing,"Amends: EO 12829, January 6, 1993
See: EO 13549, August 18, 2010",13691
1/30/15,Obama,80 FR 6425,2015-02379,6428,https://www.federalregister.gov/documents/2015/02/04/2015-02379/establishing-a-federal-flood-risk-management-standard-and-a-process-for-further-soliciting-and,https://www.govinfo.gov/content/pkg/FR-2015-02-04/pdf/2015-02379.pdf,Presidential Document,Executive Order,2/4/15,6425,Establishing a Federal Flood Risk Management Standard and a Process for Further Soliciting and Considering Stakeholder Input,"Revoked by: EO 13807, August 15, 2017",13690
1/21/15,Obama,80 FR 4189,2015-01522,4194,https://www.federalregister.gov/documents/2015/01/26/2015-01522/enhancing-coordination-of-national-efforts-in-the-arctic,https://www.govinfo.gov/content/pkg/FR-2015-01-26/pdf/2015-01522.pdf,Presidential Document,Executive Order,1/26/15,4189,Enhancing Coordination of National Efforts in the Arctic,,13689
1/16/15,Obama,80 FR 3451,2015-01255,3453,https://www.federalregister.gov/documents/2015/01/22/2015-01255/federal-support-for-local-law-enforcement-equipment-acquisition,https://www.govinfo.gov/content/pkg/FR-2015-01-22/pdf/2015-01255.pdf,Presidential Document,Executive Order,1/22/15,3451,Federal Support for Local Law Enforcement Equipment Acquisition,"Revoked by: EO 13809, August 28, 2017",13688
1/2/15,Obama,80 FR 817,2015-00058,821,https://www.federalregister.gov/documents/2015/01/06/2015-00058/imposing-additional-sanctions-with-respect-to-north-korea,https://www.govinfo.gov/content/pkg/FR-2015-01-06/pdf/2015-00058.pdf,Presidential Document,Executive Order,1/6/15,817,Imposing Additional Sanctions With Respect To North Korea,"See: EO 13466, June 26, 2008; EO 13551, August 30, 2010; EO 13570, April 18, 2011; EO 13810, September 20, 2017",13687
12/19/14,Obama,79 FR 77357,2014-30323,77359,https://www.federalregister.gov/documents/2014/12/24/2014-30323/blocking-property-of-certain-persons-and-prohibiting-certain-transactions-with-respect-to-the-crimea,https://www.govinfo.gov/content/pkg/FR-2014-12-24/pdf/2014-30323.pdf,Presidential Document,Executive Order,12/24/14,77357,Blocking Property of Certain Persons and Prohibiting Certain Transactions With Respect to the Crimea Region of Ukraine,"See: EO 13660, March 6, 2014; EO 13661, March 16, 2014; EO 13662, March 20, 2014",13685
12/19/14,Obama,79 FR 77361,2014-30363,77372,https://www.federalregister.gov/documents/2014/12/24/2014-30363/adjustments-of-certain-rates-of-pay,https://www.govinfo.gov/content/pkg/FR-2014-12-24/pdf/2014-30363.pdf,Presidential Document,Executive Order,12/24/14,77361,Adjustments of Certain Rates of Pay,"Supersedes: EO 13655, December 23, 2013
Superseded by: EO 13715, December 18, 2015",13686
12/18/14,Obama,79 FR 76865,2014-30195,76866,https://www.federalregister.gov/documents/2014/12/23/2014-30195/establishment-of-the-presidents-task-force-on-21st-century-policing,https://www.govinfo.gov/content/pkg/FR-2014-12-23/pdf/2014-30195.pdf,Presidential Document,Executive Order,12/23/14,76865,Establishment of the President's Task Force on 21st Century Policing,,13684
12/11/14,Obama,79 FR 75039,2014-29625,75042,https://www.federalregister.gov/documents/2014/12/16/2014-29625/amendments-to-executive-orders-11030-13653-and-13673,https://www.govinfo.gov/content/pkg/FR-2014-12-16/pdf/2014-29625.pdf,Presidential Document,Executive Order,12/16/14,75039,"Amendments to Executive Orders 11030, 13653, and 13673","Amends: EO 11030, June 19, 1962; EO 13653, November 1, 2013; EO 13673, July 31, 2014
Amended by: EO 13782, March 27, 2017
 See: EO 13653, November 1, 2013",13683
12/5/14,Obama,79 FR 73457,2014-29121,73460,https://www.federalregister.gov/documents/2014/12/10/2014-29121/closing-of-executive-departments-and-agencies-of-the-federal-government-on-friday-december-26-2014,https://www.govinfo.gov/content/pkg/FR-2014-12-10/pdf/2014-29121.pdf,Presidential Document,Executive Order,12/10/14,73457,"Closing of Executive Departments and Agencies of the Federal Government on Friday, December 26, 2014",,13682
10/16/14,Obama,79 FR 63287,2014-25292,63287,https://www.federalregister.gov/documents/2014/10/23/2014-25292/ordering-the-selected-reserve-and-certain-individual-ready-reserve-members-of-the-armed-forces-to,https://www.govinfo.gov/content/pkg/FR-2014-10-23/pdf/2014-25292.pdf,Presidential Document,Executive Order,10/23/14,63287,Ordering the Selected Reserve and Certain Individual Ready Reserve Members of the Armed Forces to Active Duty,,13680
10/17/14,Obama,79 FR 63489,2014-25439,63493,https://www.federalregister.gov/documents/2014/10/23/2014-25439/improving-the-security-of-consumer-financial-transactions,https://www.govinfo.gov/content/pkg/FR-2014-10-23/pdf/2014-25439.pdf,Presidential Document,Executive Order,10/23/14,63489,Improving the Security of Consumer Financial Transactions,,13681
10/10/14,Obama,79 FR 62323,2014-24851,62324,https://www.federalregister.gov/documents/2014/10/17/2014-24851/establishing-an-emergency-board-to-investigate-a-dispute-between-the-southeastern-pennsylvania,https://www.govinfo.gov/content/pkg/FR-2014-10-17/pdf/2014-24851.pdf,Presidential Document,Executive Order,10/17/14,62323,Establishing an Emergency Board To Investigate a Dispute Between the Southeastern Pennsylvania Transportation Authority and Its Locomotive Engineers Represented by the Brotherhood of Locomotive Engineers and Trainmen,"EO 13679, October 10, 2014",13679
10/3/14,Obama,79 FR 60949,2014-24218,60950,https://www.federalregister.gov/documents/2014/10/08/2014-24218/conversion-authority-for-criminal-investigators-special-agents-of-the-bureau-of-alcohol-tobacco,https://www.govinfo.gov/content/pkg/FR-2014-10-08/pdf/2014-24218.pdf,Presidential Document,Executive Order,10/8/14,60949,"Conversion Authority for Criminal Investigators (Special Agents) of the Bureau of Alcohol, Tobacco, Firearms, and Explosives",,13678
9/23/14,Obama,79 FR 58229,2014-23228,58236,https://www.federalregister.gov/documents/2014/09/26/2014-23228/climate-resilient-international-development,https://www.govinfo.gov/content/pkg/FR-2014-09-26/pdf/2014-23228.pdf,Presidential Document,Executive Order,9/26/14,58229,Climate-Resilient International Development,"Amended by: EO 13693, March 19, 2015
See: EO 13514, October 5, 2009; EO 13653, November 1, 2013",13677
9/18/14,Obama,79 FR 56931,2014-22805,56935,https://www.federalregister.gov/documents/2014/09/23/2014-22805/combating-antibiotic-resistant-bacteria,https://www.govinfo.gov/content/pkg/FR-2014-09-23/pdf/2014-22805.pdf,Presidential Document,Executive Order,9/23/14,56931,Combating Antibiotic-Resistant Bacteria,"Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017",13676
8/5/14,Obama,79 FR 46659,2014-18998,46663,https://www.federalregister.gov/documents/2014/08/08/2014-18998/establishing-the-presidents-advisory-council-on-doing-business-in-africa,https://www.govinfo.gov/content/pkg/FR-2014-08-08/pdf/2014-18998.pdf,Presidential Document,Executive Order,8/8/14,46659,Establishing the President's Advisory Council on Doing Business in Africa,"See: EO 12870, September 30, 1993,
Continued by: EO 13708, September 30, 2015; EO 13811, September 29, 2017
Amended by: EO 13734, August 3, 2016",13675
7/31/14,Obama,79 FR 45671,2014-18682,45671,https://www.federalregister.gov/documents/2014/08/06/2014-18682/revised-list-of-quarantinable-communicable-diseases,https://www.govinfo.gov/content/pkg/FR-2014-08-06/pdf/2014-18682.pdf,Presidential Document,Executive Order,8/6/14,45671,Revised List of Quarantinable Communicable Diseases,,13674
7/31/14,Obama,79 FR 45309,2014-18561,45315,https://www.federalregister.gov/documents/2014/08/05/2014-18561/fair-pay-and-safe-workplaces,https://www.govinfo.gov/content/pkg/FR-2014-08-05/pdf/2014-18561.pdf,Presidential Document,Executive Order,8/5/14,45309,Fair Pay and Safe Workplaces,"See: EO 11246, September 24, 1965; EO 13658, February 12, 2014; EO 13683, December 11, 2014; EO 13738, August 23, 2016
Revoked by: EO 13782, March 27, 2017",13673
7/21/14,Obama,79 FR 42971,2014-17522,42972,https://www.federalregister.gov/documents/2014/07/23/2014-17522/further-amendments-to-executive-order-11478-equal-employment-opportunity-in-the-federal-government,https://www.govinfo.gov/content/pkg/FR-2014-07-23/pdf/2014-17522.pdf,Presidential Document,Executive Order,7/23/14,42971,"Further Amendments to Executive Order 11478, Equal Employment Opportunity in the Federal Government, and Executive Order 11246, Equal Employment Opportunity","Amends: EO 11246, September 24, 1965; EO 11478, August 8, 1969",13672
7/8/14,Obama,79 FR 39947,2014-16360,39951,https://www.federalregister.gov/documents/2014/07/10/2014-16360/taking-additional-steps-to-address-the-national-emergency-with-respect-to-the-conflict-in-the,https://www.govinfo.gov/content/pkg/FR-2014-07-10/pdf/2014-16360.pdf,Presidential Document,Executive Order,7/10/14,39947,Taking Additional Steps to Address the National Emergency With Respect to the Conflict in the Democratic Republic of the Congo,"Amends: EO 13413, October 27, 2006",13671
6/14/14,Obama,79 FR 35029,2014-14432,35031,https://www.federalregister.gov/documents/2014/06/18/2014-14432/establishing-an-emergency-board-to-investigate-disputes-between-the-southeastern-pennsylvania,https://www.govinfo.gov/content/pkg/FR-2014-06-18/pdf/2014-14432.pdf,Presidential Document,Executive Order,6/18/14,35029,Establishing an Emergency Board To Investigate Disputes Between the Southeastern Pennsylvania Transportation Authority and Certain of Its Employees Represented by Certain Labor Organizations,,13670
6/13/14,Obama,79 FR 34999,2014-14429,35027,https://www.federalregister.gov/documents/2014/06/18/2014-14429/2014-amendments-to-the-manual-for-courts-martial-united-states,https://www.govinfo.gov/content/pkg/FR-2014-06-18/pdf/2014-14429.pdf,Presidential Document,Executive Order,6/18/14,34999,"2014 Amendments to the Manual for Courts-Martial, United States","Amends: EO 12473, April 13, 1984",13669
5/27/14,Obama,79 FR 31019,2014-12651,31020,https://www.federalregister.gov/documents/2014/05/29/2014-12651/ending-immunities-granted-to-the-development-fund-for-iraq-and-certain-other-iraqi-property-and,https://www.govinfo.gov/content/pkg/FR-2014-05-29/pdf/2014-12651.pdf,Presidential Document,Executive Order,5/29/14,31019,"Ending Immunities Granted to the Development Fund for Iraq and Certain Other Iraqi Property and Interests in Property Pursuant to Executive Order 13303, as Amended","See: EO 13303, May 22, 2003; EO 13364, November 29, 2004; EO 13315, August 28, 2003",13668
5/12/14,Obama,79 FR 28385,2014-11442,28391,https://www.federalregister.gov/documents/2014/05/15/2014-11442/blocking-property-of-certain-persons-contributing-to-the-conflict-in-the-central-african-republic,https://www.govinfo.gov/content/pkg/FR-2014-05-15/pdf/2014-11442.pdf,Presidential Document,Executive Order,5/15/14,28385,Blocking Property of Certain Persons Contributing to the Conflict in the Central African Republic,,13667
4/18/14,Obama,79 FR 22591,2014-09343,22591,https://www.federalregister.gov/documents/2014/04/23/2014-09343/expanding-eligibility-for-the-defense-meritorious-service-medal,https://www.govinfo.gov/content/pkg/FR-2014-04-23/pdf/2014-09343.pdf,Presidential Document,Executive Order,4/23/14,22591,Expanding Eligibility for the Defense Meritorious Service Medal,,13666
4/8/14,Obama,79 FR 20749,2014-08426,20750,https://www.federalregister.gov/documents/2014/04/11/2014-08426/non-retaliation-for-disclosure-of-compensation-information,https://www.govinfo.gov/content/pkg/FR-2014-04-11/pdf/2014-08426.pdf,Presidential Document,Executive Order,4/11/14,20749,Non-Retaliation for Disclosure of Compensation Information,,13665
